song_id,song_name,album_name,artist_name
3603,Primitive Heart,Lullabies To Violaine - Volume 2,Cocteau Twins
3604,Flock Of Soul,Lullabies To Violaine - Volume 2,Cocteau Twins
3605,Round,Lullabies To Violaine - Volume 2,Cocteau Twins
3606,An Elan,Lullabies To Violaine - Volume 2,Cocteau Twins
3607,Smile,Lullabies To Violaine - Volume 2,Cocteau Twins
3608,Tranquil Eye,Lullabies To Violaine - Volume 2,Cocteau Twins
3609,Circling Girl,Lullabies To Violaine - Volume 2,Cocteau Twins
3610,Alice,Lullabies To Violaine - Volume 2,Cocteau Twins
5304,"Conviction (Main Theme from ""Tom Clancy’s Splinter Cell Conviction"")",Game Music,La Pietà
5305,"Assassin’s Creed Theme (from ""Assassin's Creed Revelations"")",Game Music,La Pietà
5306,Chrono Trigger & Chrono Cross,Game Music,La Pietà
5307,Angry Birds Theme,Game Music,La Pietà
5308,Halo 3: One Final Effort,Game Music,La Pietà
5309,Final Fantasy,Game Music,La Pietà
5310,Secret of Mana,Game Music,La Pietà
5311,Tetris,Game Music,La Pietà
5312,Heavy Rain,Game Music,La Pietà
6210,Dream Chasers,Reign of Vengeance,Future World Music
6105,"Hymn of the Fayth - The Sending (From ""Final Fantasy X"")",Distant Worlds III: More Music from Final Fantasy,Nobuo Uematsu
6106,"Battle & Victory Theme Medley (From ""Final Fantasy Series"")",Distant Worlds III: More Music from Final Fantasy,Nobuo Uematsu
6107,"Kiss Me Good-Bye (From ""Final Fantasy XII"")",Distant Worlds III: More Music from Final Fantasy,Nobuo Uematsu
6108,"Not Alone (From ""Final Fantasy IX"")",Distant Worlds III: More Music from Final Fantasy,Nobuo Uematsu
6109,"Balamb Garden ~ Ami (From ""Final Fantasy VIII"")",Distant Worlds III: More Music from Final Fantasy,Nobuo Uematsu
6110,"Character Theme Medley (From ""Final Fantasy VI"")",Distant Worlds III: More Music from Final Fantasy,Nobuo Uematsu
6111,"Fabula Nova Crystallis (From ""Final Fantasy XIII"")",Distant Worlds III: More Music from Final Fantasy,Nobuo Uematsu
6112,"Blinded by Light (From ""Final Fantasy XIII"")",Distant Worlds III: More Music from Final Fantasy,Nobuo Uematsu
6113,"Primal Judgment (From ""Final Fantasy XIV"")",Distant Worlds III: More Music from Final Fantasy,Nobuo Uematsu
6114,"Roses of May (From ""Final Fantasy IX"")",Distant Worlds III: More Music from Final Fantasy,Nobuo Uematsu
6115,"Chocobo Medley 2012 (From ""Final Fantasy Series"")",Distant Worlds III: More Music from Final Fantasy,Nobuo Uematsu
6116,"Balance Is Restored (From ""Final Fantasy VI"")",Distant Worlds III: More Music from Final Fantasy,Nobuo Uematsu
6117,"Answers (From ""Final Fantasy XIV"")",Distant Worlds III: More Music from Final Fantasy,Nobuo Uematsu
5472,Lieblingsmensch,Nador,Namika
10276,This Love,Vulgar Display of Power,Pantera
11086,Paranoid - Live 1981,Tribute,Ozzy Osbourne
11087,Dee (Randy Rhoads Studio Out-Takes),Tribute,Ozzy Osbourne
9392,What You Do,What You Do,Margaret
9222,"Vermilion, Pt. 2",Vol. 3: The Subliminal Verses,Slipknot
9216,The Blister Exists,Vol. 3: The Subliminal Verses,Slipknot
9223,The Nameless,Vol. 3: The Subliminal Verses,Slipknot
9219,Opium of the People,Vol. 3: The Subliminal Verses,Slipknot
9224,Danger - Keep Away,Vol. 3: The Subliminal Verses,Slipknot
9217,Three Nil,Vol. 3: The Subliminal Verses,Slipknot
1778,Cigaro,Mezmerize,System Of A Down
1780,This Cocaine Makes Me Feel Like I'm On This Song,Mezmerize,System Of A Down
624,The End of Everything,Ascendancy (Special Edition),Trivium
625,Departure,Ascendancy (Special Edition),Trivium
10369,I Need Your Love,"The Covers, Vol. 6",Madilyn Bailey
10315,Story of My Life (feat. Jake Coco),"Cover Stories, Vol. 5",Caitlin Hart
7378,Not Over You,"The Covers, Vol. 1",Madilyn Bailey
4896,Sweet Nothing,"The Covers, Vol. 4",Madilyn Bailey
7945,Raging Fire (feat. Corey Gray),"Uncovered, Vol. 1",Skylar Stecker
10372,Broken,"The Covers, Vol. 6",Madilyn Bailey
7379,Lego House,"The Covers, Vol. 1",Madilyn Bailey
9140,Urgent,4 (Expanded),Foreigner
3098,Llorar,Love & Hate,Aventura
10058,No Quiere Enamorarse,Odisea,Ozuna
5018,Como Decirte Adios,Corazoncito Pum Pum,Los Yaguarú
5019,Pero Tu Mirada,Corazoncito Pum Pum,Los Yaguarú
10645,Superstars,Megadef,Styles Of Beyond
3415,Never Giving Up,Restoring Force: Full Circle,Of Mice & Men
10644,Mr. Brown,Megadef,Styles Of Beyond
10461,Second to None,Reseda Beach,Styles Of Beyond
10460,Damn,Reseda Beach,Styles Of Beyond
10728,Custer,.5: The Gray Chapter (Special Edition),Slipknot
3241,Show Me Your Genitals,You Want Some of This?,Jon Lajoie
4054,Dirrty (feat. Redman),Keeps Gettin' Better: A Decade of Hits,Christina Aguilera
6542,Unbelievable,16 Biggest Hits,Diamond Rio
2364,Look at Little Sister,The Real Deal: Greatest Hits Volume 2,Stevie Ray Vaughan
10497,No One to Run With,Where It All Begins,Allman Brothers Band
2312,"She Said, She Said",Dose,Gov't Mule
1572,Stroker's Theme,A Decade Of Hits,The Charlie Daniels Band
6029,Little Miss Fortune - Demo Reel 1,Bad Company (Deluxe),Bad Company
4384,Wrong In The Right Way,Fan of A Fan The Album (Expanded Edition),Tyga
3459,Keep the Car Running,Neon Bible,Arcade Fire
7409,Just A Dog,Moe Life,Big Moe
10564,Big Pimpin' / Papercut,Collision Course (Deluxe Version),Linkin Park
10567,Points of Authority / 99 Problems / One Step Closer,Collision Course (Deluxe Version),Linkin Park
7421,You Already Know,Hawk,Hawk
3706,Breathe in Air,Fallen Light,Phaeleh
3705,Delusions,Fallen Light,Phaeleh
2697,Broken,Emergence,Trifonic
2642,Colorblind,Urban Angel,Natalie Walker
2641,Circles,Urban Angel,Natalie Walker
4285,A Gentle Dissolve,The Cosmic Game,Thievery Corporation
7541,You've Lost That Lovin' Feeling,Voices,Daryl Hall & John Oates
7687,"Mighty Wings - From ""Top Gun"" Original Soundtrack","The Epic Archive, Vol. 3 (1984-1992)",Cheap Trick
7560,Breathe In. Breathe Out.,Breathe In. Breathe Out.,Hilary Duff
7561,Arms Around A Memory,Breathe In. Breathe Out.,Hilary Duff
7559,Confetti,Breathe In. Breathe Out.,Hilary Duff
7562,Stay In Love,Breathe In. Breathe Out.,Hilary Duff
743,You're In Love,Take Me When You Go (Deluxe Version),Betty Who
4224,"The Space Between - Live at Folsom Field, Boulder, CO - July 2001",Live At Folsom Field Boulder Colorado,Dave Matthews Band
3316,London Still,A Brief History…,The Waifs
3317,Take It In,A Brief History…,The Waifs
3318,Crazy Train,A Brief History…,The Waifs
3319,Brain Damage,A Brief History…,The Waifs
3320,Lies,A Brief History…,The Waifs
3321,Gillian,A Brief History…,The Waifs
3322,When I Die,A Brief History…,The Waifs
3323,Here If You Want,A Brief History…,The Waifs
2148,"Hold On, Be Strong",Aquemini,Outkast
2151,Skew It on the Bar-B (feat. Raekwon),Aquemini,Outkast
2153,Synthesizer (feat. George Clinton),Aquemini,Outkast
2154,Slump,Aquemini,Outkast
2155,West Savannah,Aquemini,Outkast
2157,Da Art of Storytellin' (Pt. 2),Aquemini,Outkast
2158,Mamacita,Aquemini,Outkast
2160,"Y'All Scared (feat. T-Mo, Big Gipp & Khujo)",Aquemini,Outkast
2161,Nathaniel,Aquemini,Outkast
2162,Liberation (with Cee-Lo),Aquemini,Outkast
10980,Just Sayin/I Tried,Ego Death,The Internet
8306,Stripper Hoe,Stripper Hoe - Single,Cardi B
10525,"Stay Fly (feat. Slim Thug, Trick Daddy & Project Pat) - Remix - Explicit",Most Known Unknown (Explicit),Three 6 Mafia
11417,Elevator (feat. Timbaland),Mail on Sunday,Flo Rida
4209,Stutter,My Name Is Joe,Joe
3739,"Last Call (feat. Slimm Calhoun, Lil' Jon, The EastSide Boyz & Mello)",Speakerboxxx/The Love Below,Outkast
9160,Someone to Hold,Room 112,112
90,Still in Love,Part III,112
2093,Spanish Guitar,The Heat,Toni Braxton
3259,You,Beast,Pearl and the Beard
2922,Easy (Switch Screens) [feat. Lorde],Alternate Worlds,Son Lux
164,Girls With Accents,Fences,Fences
165,Hands,Fences,Fences
4730,Broken Chair,Land of Sea,Chris and Thomas
4380,Lights Out (feat. Fat Trel),Fan of A Fan The Album (Expanded Edition),Tyga
2070,"Another Brick in the Wall, Pt. 1, 2, 3 - Live at Projekt Revolution",Live & Rare,Korn
7722,Off Da Top (3am),White Friday (CM9),Yo Gotti
7715,81,White Friday (CM9),Yo Gotti
7716,Lifestyle (feat. LunchMoney Lewis),White Friday (CM9),Yo Gotti
7721,Free Lunch (feat. Blac Youngsta),White Friday (CM9),Yo Gotti
11342,Faucet,"I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt",Earl Sweatshirt
11344,Off Top,"I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt",Earl Sweatshirt
3339,Moment I Feared,Neva Left,Snoop Dogg
3340,Promise You This,Neva Left,Snoop Dogg
7882,GOLD,SATURATION,BROCKHAMPTON
7889,MILK,SATURATION,BROCKHAMPTON
613,THE BROWN STAINS OF DARKEESE LATIFAH PART 6-12 (REMIX) (feat. ScHoolboy Q),Cherry Bomb,"Tyler, The Creator"
5323,Wake Up,Above (Deluxe Edition),Mad Season
11373,Dwamn,Something Else,Tech N9ne
3248,Lonely Night,Fifth Harmony,Fifth Harmony
10804,Malibu,The Wake Up,Kevin Flum
7514,"Forgive Me Father (feat. Meghan Trainor, Wiz Khalifa & Wale)",Major Key,DJ Khaled
10944,Playground,Playground,ABIR
8168,(Intro) I'm so Grateful (feat. Sizzla),Grateful,DJ Khaled
7872,Way to Go (feat. Snoh Aalegra),508-507-2209,Joyner Lucas
7875,Literally,508-507-2209,Joyner Lucas
10747,Take Care,Beautiful Thugger Girls,Young Thug
4703,Swalla (feat. Nicki Minaj & Ty Dolla $ign) - Wideboys Remix,Swalla (feat. Nicki Minaj & Ty Dolla $ign) [Wideboys Remix],Nicki Minaj
11459,Heavy (feat. Kiiara) - Nicky Romero Remix,Heavy (feat. Kiiara) [Nicky Romero Remix],Linkin Park
8102,Written in the Scars,Freedom Child,The Script
10994,Salvage (Up All Night) (feat. Poo Bear),The Aviary,Galantis
9860,Bad Mood,Younger Now,Miley Cyrus
8741,Young - Midnight Kids Remix,Young (Midnight Kids Remix),Midnight Kids
2795,Vertigo (feat. Caroline Pennell),Vertigo (feat. Caroline Pennell),DOLF
8883,Forever,Forever,Martin Garrix
2002,Hospital Trolley,Don't Check Me With No Lightweight Stuff,I-Roy
6097,Declination - Instrumental,Hohokum (Original Game Soundtrack),Tycho
1044,Night Raver,The Harvest,Tribal Seeds
1046,Vampire - Feat. Whiteboy John,The Harvest,Tribal Seeds
11380,Arterial,Arterial,Lusine
1027,Ja,The Seven Year Itch,Protoje
6932,Lonely Shredder,2 Demos,Mac DeMarco
6540,Preserve,Escapements,Beacon
3843,"Ba Donso, We Did This",Rubblebucket,Rubblebucket
3845,Phillips Van,Rubblebucket,Rubblebucket
3846,Maya,Rubblebucket,Rubblebucket
3844,Don't Exaggerate,Rubblebucket,Rubblebucket
4518,Perfect Crime,No Better Time Than Now,Shigeto
10367,Stealing Happy Hours,Transistor,311
11002,God Bless the Absentee,One-Trick Pony,Paul Simon
10035,Rings,Epoch,Tycho
7070,Isostasy,Iteration,Com Truise
8422,Nearer My God to Thee,Titanic: Original Motion Picture Soundtrack - Collector's Anniversary Edition,James Horner
3910,Dying Star,Dying Star,Jason Upton
7873,Look What You Made Me Do (feat. Stefflon Don),508-507-2209,Joyner Lucas
6163,Celebrate,Malibu,Anderson .Paak
8599,Lauren,Lauren,Men I Trust
3754,Some,Some,Steve Lacy
3411,One More Sleep,"Christmas, With Love",Leona Lewis
8131,A Marshmallow World,A Christmas Gift For You From Phil Spector,Darlene Love
3751,A Life In The Day of Benjamin Andre (Incomplete),Speakerboxxx/The Love Below,Outkast
10392,"Suerte (Whenever, Wherever)",Grandes Exitos,Shakira
8949,Almost Like Praying (feat. Artists for Puerto Rico),Almost Like Praying (feat. Artists for Puerto Rico),Juan Luis Guerra 4.40
6589,Right Here (Departed),Human,Brandy
2771,Nebraska,tin cans & car tires,moe.
5506,Dixieland Delight,Closer You Get,Alabama
1220,Stille Nacht (Silent Night),Christmas Symphony,Mannheim Steamroller
6193,That Black Bat Licorice,Lazaretto,Jack White
5640,Search and Destroy - Iggy Pop Mix,Raw Power,The Stooges
6187,Three Women,Lazaretto,Jack White
162,Skinny Love - Fareoh Remix,Skinny Love Remixes,Birdy
9557,Maze1,System Preferences,Rioux
2188,Zicky's Song,No Shame,Pepper
2181,Green Hell,No Shame,Pepper
2923,Theme from Spider Man,Spider Man - Music From And Inspired By,Danny Elfman
5502,Chain Reaction,Frontiers,Journey
3293,Knockin' On Heaven's Door,I'm Not There (Music From The Motion Picture),The Million Dollar Bashers
10682,Epilogue,Hospice,The Antlers
3492,Headlights Look Like Diamonds,Arcade Fire - EP,Arcade Fire
9648,First Love / Late Spring,Bury Me At Makeout Creek,Mitski
27,Step Down (feat. CRNKN) - CRNKN Remix,Step Down (Remixes),Elliphant
1680,Hurricane Waters,The Clarence Greenwood Recordings,Citizen Cope
3456,And I,Goodies,Ciara
3779,Ooby Dooby,Black & White Night,Roy Orbison
3780,Leah,Black & White Night,Roy Orbison
3783,"Oh, Pretty Woman",Black & White Night,Roy Orbison
3778,Only The Lonely (Know The Way I Feel),Black & White Night,Roy Orbison
3782,Uptown,Black & White Night,Roy Orbison
3781,Running Scared - Live Version,Black & White Night,Roy Orbison
3580,Calypso,Windsong,John Denver
3579,Fly Away,Windsong,John Denver
5010,Blue Sky and the Devil,Blue Sky and the Devil,Trampled by Turtles
5024,I Think I'll Just Stay Here and Drink,Lucky,Suzy Bogguss
3578,I'm Sorry,Windsong,John Denver
1237,Trust Me,How To Save A Life,The Fray
7111,Enough for Now,The Fray,The Fray
5139,Aint No Sunshine,Close: Live At McClain's,Tyrone Wells
1676,Pablo Picasso,The Clarence Greenwood Recordings,Citizen Cope
2583,Fire,"Can't Love, Can't Hurt",Augustana
6173,Obey The Cowgod,Cereal Killer Soundtrack,Green Jelly
6176,Rock-N-Roll Pumpkihn,Cereal Killer Soundtrack,Green Jelly
6177,Anarchy In The U.K.,Cereal Killer Soundtrack,Green Jelly
6178,Misadventures Of Shitman,Cereal Killer Soundtrack,Green Jelly
6179,Green Jelly Theme Song,Cereal Killer Soundtrack,Green Jelly
4398,New Jerusalem,Awaken Love,Matt Gilman
2317,Every New Day,Our Newest Album Ever!,Five Iron Frenzy
10979,Go with It (feat. Vic Mensa),Ego Death,The Internet
6653,Self Importance,Reflections in Real Time,Kilo Kish
5817,Nowhere Man,Night Circus,Bryce Vine
10984,Somthing's Missing,Ego Death,The Internet
10985,Penthouse Cloud,Ego Death,The Internet
10802,Clean Cut,4wz,Shy Girls
4051,Letter,A Pocketful of Purpose,Conya Doss
2604,Bottles & Cans,Mahogany Soul,Angie Stone
719,Breezin',Rhino Hi-Five: George Benson,George Benson
6951,Pigment,H.E.R.,H.E.R.
6263,Girlfriend,Girlfriend (Legacy Edition),Matthew Sweet
3584,I Don't Want to Get Over You,69 Love Songs,The Magnetic Fields
6784,"Perhaps, Perhaps, Perhaps",Fashion Nugget,Cake
9380,Not a Pretty Girl,Not A Pretty Girl,Ani DiFranco
9381,32 Flavors,Not A Pretty Girl,Ani DiFranco
6311,Candy Everybody Wants - Live Unplugged,MTV Unplugged,"10,000 Maniacs"
6310,These Are Days - Live Unplugged,MTV Unplugged,"10,000 Maniacs"
10740,Daddy's Birthday,Beautiful Thugger Girls,Young Thug
4063,Y'all Ain't Ready Yet,Mind Of Mystikal,Mystikal
3342,Toss It,Neva Left,Snoop Dogg
8857,No Smoke,AI YoungBoy,YoungBoy Never Broke Again
378,No Justice (feat. Big TC),Campaign,Ty Dolla $ign
380,Campaign (feat. Future) - Charlie Heat Remix,Campaign,Ty Dolla $ign
1179,Deck the Halls,30/40,Mannheim Steamroller
5291,"Nutcracker Suite, Op. 71a: Danse Russe - Trépak (Russian Dance). Tempo di trepak, molto vivace",The Joy of Christmas,Leonard Bernstein
10873,Air Balloon,Sheezus,Lily Allen
10383,Wave - MOTi Remix,Wave (Remixes),Crystal Fighters
6331,Steve French (feat. Steve Aoki),Freeway EP,Flux Pavilion
5181,Shadow of the Sun,Shadow Of The Sun,Max Elto
1661,Light Another,Cypress Hill,Cypress Hill
1662,The Phuncky Feel One,Cypress Hill,Cypress Hill
9567,Fire,Illinois,Brett Eldredge
8922,Rich,HERO (Deluxe Edition),Maren Morris
8926,Drunk Girls Don't Cry,HERO (Deluxe Edition),Maren Morris
8921,Sugar,HERO (Deluxe Edition),Maren Morris
3572,Best of Intentions,Down The Road I Go,Travis Tritt
9619,Dance On Me - Mr. Carmack Remix,"And After That, We Didn't Talk - The Remixes",GoldLink
9625,Fall in Love (feat. Ciscero),Fall in Love (feat. Ciscero),GoldLink
7201,Luh You,Venice,Anderson .Paak
7196,Might Be,Venice,Anderson .Paak
5115,Global Warming (feat. Sensato),Global Warming: Meltdown (Deluxe Version),Pitbull
5119,Hope We Meet Again (feat. Chris Brown),Global Warming: Meltdown (Deluxe Version),Pitbull
5120,Party Ain't Over (feat. Usher & Afrojack),Global Warming: Meltdown (Deluxe Version),Pitbull
5122,Have Some Fun (feat. The Wanted & Afrojack),Global Warming: Meltdown (Deluxe Version),Pitbull
5123,Outta Nowhere (feat. Danny Mercer),Global Warming: Meltdown (Deluxe Version),Pitbull
5124,Tchu Tchu Tcha (feat. Enrique Iglesias),Global Warming: Meltdown (Deluxe Version),Pitbull
5125,Last Night (feat. Afrojack & Havana Brown),Global Warming: Meltdown (Deluxe Version),Pitbull
5126,I'm Off That,Global Warming: Meltdown (Deluxe Version),Pitbull
3068,Limbo,Vows (Deluxe Version),Kimbra
10533,Dream On,This Is '80s Hair Metal,L.A. Guns
5543,It's a Good Life,Lunatic,KONGOS
8412,So Good - Recorded at Spotify Studios NYC,Spotify Singles,Zara Larsson
8413,Sexual - Recorded at Spotify Studios NYC,Spotify Singles,Zara Larsson
281,Bones,Black Widow,In This Moment
4994,Don't Let Me Be Yours - AObeats Remix,Don't Let Me Be Yours (Remixes),Zara Larsson
1139,A Star to Follow,Christmas Eve and Other Stories,Trans-Siberian Orchestra
10228,Winter Wonderland,Brad Paisley Christmas,Brad Paisley
10229,Santa Looked a Lot Like Daddy,Brad Paisley Christmas,Brad Paisley
10230,I'll Be Home for Christmas,Brad Paisley Christmas,Brad Paisley
10231,Away In a Manger,Brad Paisley Christmas,Brad Paisley
10232,"Penguin, James Penguin",Brad Paisley Christmas,Brad Paisley
10233,364 Days to Go,Brad Paisley Christmas,Brad Paisley
10234,Jingle Bells,Brad Paisley Christmas,Brad Paisley
10235,Silent Night,Brad Paisley Christmas,Brad Paisley
10236,Born On Christmas Day,Brad Paisley Christmas,Brad Paisley
10237,Silver Bells,Brad Paisley Christmas,Brad Paisley
10238,Kung Pao Buckaroo Holiday (feat. The Kung Pao Buckaroos),Brad Paisley Christmas,Brad Paisley
1488,House of Wolves - Version 1; Live Demo,The Black Parade / Living with Ghosts (The 10th Anniversary Edition),My Chemical Romance
2062,Algo Está Cambiando,Si,Julieta Venegas
8742,Díganle,Díganle,Leslie Grace
10464,Turn This Into Something,Phases - EP,Arin Ray
10946,I Doubt It (feat. Blackbear & Skizzy Mars),While You Wait,Travis Mills
8377,Hearts Ain't Gonna Lie,Hearts Ain't Gonna Lie,Arlissa
8655,Why Did You Hoodoo Me,Witchy Feelin´,Savoy Brown
10017,Jenny's Song,Strange Love,We The Kings
2251,The Space Between,This Could Be A Possibility,Valencia
1995,First 48,No Label II,Migos
5379,Money Anthem (feat. Trill Sammy),0 Degrees,Dice Soho
9600,Something Just Like This - Jai Wolf Remix,Something Just Like This (Remix Pack),The Chainsmokers
1318,Sound of Walking Away,Awake,ILLENIUM
4993,Don't Let Me Be Yours - Black Chiney Remix,Don't Let Me Be Yours (Remixes),Zara Larsson
7655,Honest - Gil Glaze Remix,Honest (Remixes),The Chainsmokers
10444,Look At Us Now (feat. Ally Brooke & A$AP Ferg) - The White Panda Remix,Look At Us Now (Remixes) (feat. Ally Brooke & A$AP Ferg),A$AP Ferg
1319,Beautiful Creatures (feat. MAX),Awake,ILLENIUM
243,Beast,Beast,Raaban
9700,Break First,The Rest of Our Life,Tim McGraw
3908,Song For You,Four Songs,Alexi Murdoch
3050,You're My Favorite,Songs from That,Joy Williams
7845,Porcelain,Storyboards,Sleeping At Last
10697,Romeo,Moth,Chairlift
6649,Too Dark,Next Thing,Frankie Cosmos
1100,Miracle,The Golden Echo,Kimbra
1458,Taken for a Fool,Angles,The Strokes
10006,Secret Xtians,II,Unknown Mortal Orchestra
6767,Cradle to the Grave,The Infamous,Mobb Deep
5475,Verbal Intercourse (feat. Ghostface Killah & Nas),Only Built 4 Cuban Linx...,Raekwon
4497,Plunken Em,...Or Stay Tuned,People Under The Stairs
801,Lord Knows / Fighting Stronger,CREED: Original Motion Picture Soundtrack,Tessa Thompson
8529,Cheap Thrills (feat. Sean Paul) - Le Youth Remix,Cheap Thrills (Remixes),Sia
6145,Make It Work,Make It Work - Single,Tyga
1111,Rocket,BEYONCÉ [Platinum Edition],Beyoncé
5964,Run Run Run (feat. John Legend),Piece By Piece (Deluxe Version),Kelly Clarkson
4064,Bright Blue,Things We've Said,Daniela Andrade
7057,99 Red Balloons,"Covers, Vol. 1",Sleeping At Last
5377,Falling Awake,Gary Jules,Gary Jules
9452,Save the World / Don't Worry Child,"PTX, Vol. 2",Pentatonix
824,Bright Side,Bright Side,Johnny Stimson
645,Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers),Timespace - The Best Of Stevie Nicks,Stevie Nicks
6923,"Jessica - Live at Walnut Creek Amphitheatre, Raleigh, NC - July 1994",An Evening with The Allman Brothers Band: 2nd Set,Allman Brothers Band
8380,Kemosabe,Kemosabe,NoMBe
132,Plastic Soldiers,Evil Friends,Portugal. The Man
350,Between the Devil and the Deep Blue Sea,America EP,XYLØ
11036,Commissioning a Symphony In C,Comfort Eagle,Cake
1993,HotBoy,No Label II,Migos
1997,Where Were You,No Label II,Migos
6900,Something In The Way She Moves,James Taylor Live,James Taylor
8974,Where You Lead,Tapestry,Carole King
8971,Home Again,Tapestry,Carole King
3349,Live Forever,Chasing Someday,Drew Holcomb & The Neighbors
2434,"Meet Me Half Way - From ""Over The Top"" Soundtrack",Back To Avalon,Kenny Loggins
491,I Can't Wait,Rock a Little,Stevie Nicks
2421,Take the Heat off Me,Take The Heat Off Me,Boney M.
9672,Tidal Wave,"Singles Collection, Vol. 1 & 2",Thee Oh Sees
8437,Sidekick,TALKING IS HARD,WALK THE MOON
8444,Spend Your $$$,TALKING IS HARD,WALK THE MOON
8616,QUEER,SATURATION II,BROCKHAMPTON
8617,JELLO,SATURATION II,BROCKHAMPTON
8488,JUNKY,SATURATION II,BROCKHAMPTON
8523,SWEET,SATURATION II,BROCKHAMPTON
7881,HEAT,SATURATION,BROCKHAMPTON
7884,BOYS,SATURATION,BROCKHAMPTON
7887,BUMP,SATURATION,BROCKHAMPTON
2745,Humble Mumble (feat. Erykah Badu),Stankonia,Outkast
8481,CHICK,SATURATION II,BROCKHAMPTON
5488,The Game of Love,Random Access Memories,Daft Punk
5493,Touch (feat. Paul Williams),Random Access Memories,Daft Punk
8271,Painter in Your Pocket,Destroyer's Rubies,Destroyer
8463,"#36 - Live at Continental Airlines Arena, East Rutherford, NJ - September 1999",Listener Supported (Live),Dave Matthews Band
1860,Ain't No Thang,Southernplayalisticadillacmuzik,Outkast
7617,Sleep,Circles,Amanaska
7621,Jackpot,Highway Queen,Nikki Lane
6403,Drivin',Robert Ellis,Robert Ellis
3027,Beach Comber,Real Estate,Real Estate
1016,Tired Boy,Tired Boy,Joey Pecoraro
6648,Fool,Next Thing,Frankie Cosmos
3466,Snow (Hey Oh),"Strung Out, Vol. 3: VSQ Performs Alternative Hits",Vitamin String Quartet
11284,I'm Yours,Vitamin String Quartet Performs Jason Mraz,Vitamin String Quartet
11286,The Remedy (I Won't Worry),Vitamin String Quartet Performs Jason Mraz,Vitamin String Quartet
11304,The Cave,VSQ Performs Modern Rock Hits 2011. Vol.1,Vitamin String Quartet
10570,Sex on Fire,"Strung Out, Vol. 10",Vitamin String Quartet
11306,Bohemian Rhapsody,Vitamin String Quartet Performs Queen,Vitamin String Quartet
10045,Viva La Vida,"Strung out, Vol. 9: VSQ Performs Music's Biggest Hits",Vitamin String Quartet
10627,Kids,"Strung out, Vol. 11: VSQ Performs Modern Rock Hits",Vitamin String Quartet
11308,Paranoid,Vitamin String Quartet Performs the Hits of Rock Band!,Vitamin String Quartet
11309,Dani California,Vitamin String Quartet Performs the Hits of Rock Band!,Vitamin String Quartet
2406,I Like Your Style - Live,Soul Vaccination: Tower Of Power Live,Tower Of Power
3329,Reasons - Live,Gratitude,"Earth, Wind & Fire"
11068,Clean up Woman,I Love The Way You Love,Betty Wright
3646,Mr. Almost (feat. Shy Carter),Title (Deluxe),Meghan Trainor
5962,Invincible,Piece By Piece (Deluxe Version),Kelly Clarkson
4447,When I Was Young,Dogs Eating Dogs,blink-182
6339,Strangers,The Way That I Am,Martina McBride
8991,B:/ Start Up,Blank Banshee 0,Blank Banshee
8992,Wavestep,Blank Banshee 0,Blank Banshee
8993,Bathsalts,Blank Banshee 0,Blank Banshee
8994,Ammonia Clouds,Blank Banshee 0,Blank Banshee
8995,Venus Death Trap,Blank Banshee 0,Blank Banshee
8996,Hyper Object,Blank Banshee 0,Blank Banshee
8997,Photosynthesis,Blank Banshee 0,Blank Banshee
8998,Deep Space,Blank Banshee 0,Blank Banshee
8999,Dreamcast,Blank Banshee 0,Blank Banshee
9000,Cyber Zodiac,Blank Banshee 0,Blank Banshee
9001,Teen Pregnancy,Blank Banshee 0,Blank Banshee
9002,Purity Boys,Blank Banshee 0,Blank Banshee
9003,Visualization,Blank Banshee 0,Blank Banshee
9004,World Vision,Blank Banshee 0,Blank Banshee
9005,B:/ Shut Down / Depression,Blank Banshee 0,Blank Banshee
8501,Hallelujah Money (feat. Benjamin Clementine),Humanz (Deluxe),Gorillaz
8472,Rock Bottom,In Hurricanes EP,Pablo Sebastian
3502,MC's Act Like They Don't Know,KRS-One,KRS-One
6669,MVP,Lifestylez Ov Da Poor & Dangerous,Big L
4269,Hang Loose,Jappy Jap,People Under The Stairs
2130,Youth Explosion,Question in the Form of an Answer,People Under The Stairs
2131,The Cat,Question in the Form of an Answer,People Under The Stairs
4509,Temperature,True & Livin Including The Bay Remix,Zion I
2925,Acknowledge,Disposable Arts,Masta Ace
6671,Da Graveyard,Lifestylez Ov Da Poor & Dangerous,Big L
5709,Ya Don't Stop,No Man's Land,Souls Of Mischief
10146,It Ain't Hard To Tell,Elmatic,Elzhi
2146,The Wreckoning,SoleSides Greatest Bumps,Quannum Projects
7390,Connect For,Common Market,Common Market
6804,Scenario - Remix,The Love Movement,A Tribe Called Quest
5874,Freaks (feat. Doug E. Fresh),Destination Brooklyn,Vicious
5566,New Day,Girl On Fire,Alicia Keys
5569,Limitedless,Girl On Fire,Alicia Keys
7166,Thin Air,Binaural,Pearl Jam
3335,Under Control,Under Control,Cary Brothers
3337,Something About You,Under Control,Cary Brothers
3336,Belong,Under Control,Cary Brothers
3063,Cameo Lover,Vows (Deluxe Version),Kimbra
9852,Igneous,Chromaparagon,Moon Tooth
1131,Bunsen,Orange Mathematics,Frontierer
9851,Queen Wolf,Chromaparagon,Moon Tooth
9853,Vesuvius II,Chromaparagon,Moon Tooth
